kappa,delta,origin,destination,query_time,duration,marker
1.0,0.0,27th & Welton,38th & Blake,17:44:00,18.883333333333333,1
1.0,0.0,27th & Welton,38th & Blake,17:45:00,17.883333333333333,1
1.0,0.0,27th & Welton,38th & Blake,17:46:00,16.883333333333333,1
1.0,0.0,27th & Welton,38th & Blake,17:47:00,15.883333333333333,1
1.0,0.0,27th & Welton,38th & Blake,17:48:00,14.883333333333333,1
1.0,0.0,27th & Welton,38th & Blake,17:49:00,13.883333333333333,1
1.0,0.0,27th & Welton,38th & Blake,17:50:00,26.616666666666667,0
1.0,0.0,27th & Welton,38th & Blake,17:51:00,26.616666666666667,0
1.0,0.0,27th & Welton,38th & Blake,17:52:00,25.883333333333333,1
1.0,0.0,27th & Welton,38th & Blake,17:53:00,24.883333333333333,1
1.0,0.0,27th & Welton,38th & Blake,17:54:00,23.883333333333333,1
1.0,0.0,27th & Welton,38th & Blake,17:55:00,22.883333333333333,1
1.0,0.0,27th & Welton,38th & Blake,17:56:00,21.883333333333333,1
1.0,0.0,27th & Welton,38th & Blake,17:57:00,20.883333333333333,1
1.0,0.0,27th & Welton,38th & Blake,17:58:00,19.883333333333333,1
1.0,0.0,27th & Welton,38th & Blake,17:59:00,18.883333333333333,1
1.0,0.0,38th & Blake,27th & Welton,15:00:00,19.35,1
1.0,0.0,38th & Blake,27th & Welton,15:01:00,18.35,1
1.0,0.0,38th & Blake,27th & Welton,15:02:00,17.35,1
1.0,0.0,38th & Blake,27th & Welton,15:03:00,16.35,1
1.0,0.0,38th & Blake,27th & Welton,15:04:00,15.35,1
1.0,0.0,38th & Blake,27th & Welton,15:05:00,14.35,1
1.0,0.0,38th & Blake,27th & Welton,15:06:00,13.35,1
1.0,0.0,38th & Blake,27th & Welton,15:07:00,12.35,1
1.0,0.0,38th & Blake,27th & Welton,15:08:00,11.35,1
1.0,0.0,38th & Blake,27th & Welton,15:09:00,10.35,1
1.0,0.0,38th & Blake,27th & Welton,15:10:00,9.35,1
1.0,0.0,38th & Blake,27th & Welton,15:11:00,23.35,1
1.0,0.0,38th & Blake,27th & Welton,15:12:00,22.35,1
1.0,0.0,38th & Blake,27th & Welton,15:13:00,21.35,1
1.0,0.0,38th & Blake,27th & Welton,15:14:00,20.35,1
1.0,0.0,38th & Blake,27th & Welton,15:15:00,19.35,1
1.0,0.0,38th & Blake,27th & Welton,15:16:00,18.35,1
1.0,0.0,38th & Blake,27th & Welton,15:17:00,17.35,1
1.0,0.0,38th & Blake,27th & Welton,15:18:00,16.35,1
1.0,0.0,38th & Blake,27th & Welton,15:19:00,15.35,1
1.0,0.0,38th & Blake,27th & Welton,15:20:00,14.35,1
1.0,0.0,38th & Blake,27th & Welton,15:21:00,13.35,1
1.0,0.0,38th & Blake,27th & Welton,15:22:00,12.35,1
1.0,0.0,38th & Blake,27th & Welton,15:23:00,11.35,1
1.0,0.0,38th & Blake,27th & Welton,15:24:00,10.35,1
1.0,0.0,38th & Blake,27th & Welton,15:25:00,9.35,1
1.0,0.0,38th & Blake,27th & Welton,15:26:00,23.35,1
1.0,0.0,38th & Blake,27th & Welton,15:27:00,22.35,1
1.0,0.0,38th & Blake,27th & Welton,15:28:00,21.35,1
1.0,0.0,38th & Blake,27th & Welton,15:29:00,20.35,1
1.0,0.0,38th & Blake,27th & Welton,15:30:00,19.35,1
1.0,0.0,38th & Blake,27th & Welton,15:31:00,18.35,1
1.0,0.0,38th & Blake,27th & Welton,15:32:00,17.35,1
1.0,0.0,38th & Blake,27th & Welton,15:33:00,16.35,1
1.0,0.0,38th & Blake,27th & Welton,15:34:00,15.35,1
1.0,0.0,38th & Blake,27th & Welton,15:35:00,14.35,1
1.0,0.0,38th & Blake,27th & Welton,15:36:00,13.35,1
1.0,0.0,38th & Blake,27th & Welton,15:37:00,12.35,1
1.0,0.0,38th & Blake,27th & Welton,15:38:00,11.35,1
1.0,0.0,38th & Blake,27th & Welton,15:39:00,10.35,1
1.0,0.0,38th & Blake,27th & Welton,15:40:00,9.35,1
1.0,0.0,38th & Blake,27th & Welton,15:41:00,23.35,1
1.0,0.0,38th & Blake,27th & Welton,15:42:00,22.35,1
1.0,0.0,38th & Blake,27th & Welton,15:43:00,21.35,1
1.0,0.0,38th & Blake,27th & Welton,15:44:00,20.35,1
1.0,0.0,38th & Blake,27th & Welton,15:45:00,19.35,1
1.0,0.0,38th & Blake,27th & Welton,15:46:00,18.35,1
1.0,0.0,38th & Blake,27th & Welton,15:47:00,17.35,1
1.0,0.0,38th & Blake,27th & Welton,15:48:00,16.35,1
1.0,0.0,38th & Blake,27th & Welton,15:49:00,15.35,1
1.0,0.0,38th & Blake,27th & Welton,15:50:00,14.35,1
1.0,0.0,38th & Blake,27th & Welton,15:51:00,13.35,1
1.0,0.0,38th & Blake,27th & Welton,15:52:00,12.35,1
1.0,0.0,38th & Blake,27th & Welton,15:53:00,11.35,1
1.0,0.0,38th & Blake,27th & Welton,15:54:00,10.35,1
1.0,0.0,38th & Blake,27th & Welton,15:55:00,9.35,1
1.0,0.0,38th & Blake,27th & Welton,15:56:00,23.35,1
1.0,0.0,38th & Blake,27th & Welton,15:57:00,22.35,1
1.0,0.0,38th & Blake,27th & Welton,15:58:00,21.35,1
1.0,0.0,38th & Blake,27th & Welton,15:59:00,20.35,1
1.0,0.0,38th & Blake,27th & Welton,16:00:00,19.35,1
1.0,0.0,38th & Blake,27th & Welton,16:01:00,18.35,1
1.0,0.0,38th & Blake,27th & Welton,16:02:00,17.35,1
1.0,0.0,38th & Blake,27th & Welton,16:03:00,16.35,1
1.0,0.0,38th & Blake,27th & Welton,16:04:00,15.35,1
1.0,0.0,38th & Blake,27th & Welton,16:05:00,14.35,1
1.0,0.0,38th & Blake,27th & Welton,16:06:00,13.35,1
1.0,0.0,38th & Blake,27th & Welton,16:07:00,12.35,1
1.0,0.0,38th & Blake,27th & Welton,16:08:00,11.35,1
1.0,0.0,38th & Blake,27th & Welton,16:09:00,10.35,1
1.0,0.0,38th & Blake,27th & Welton,16:10:00,9.35,1
1.0,0.0,38th & Blake,27th & Welton,16:11:00,23.35,1
1.0,0.0,38th & Blake,27th & Welton,16:12:00,22.35,1
1.0,0.0,38th & Blake,27th & Welton,16:13:00,21.35,1
1.0,0.0,38th & Blake,27th & Welton,16:14:00,20.35,1
1.0,0.0,38th & Blake,27th & Welton,16:15:00,19.35,1
1.0,0.0,38th & Blake,27th & Welton,16:16:00,18.35,1
1.0,0.0,38th & Blake,27th & Welton,16:17:00,17.35,1
1.0,0.0,38th & Blake,27th & Welton,16:18:00,16.35,1
1.0,0.0,38th & Blake,27th & Welton,16:19:00,15.35,1
1.0,0.0,38th & Blake,27th & Welton,16:20:00,14.35,1
1.0,0.0,38th & Blake,27th & Welton,16:21:00,13.35,1
1.0,0.0,38th & Blake,27th & Welton,16:22:00,12.35,1
1.0,0.0,38th & Blake,27th & Welton,16:23:00,11.35,1
1.0,0.0,38th & Blake,27th & Welton,16:24:00,10.35,1
1.0,0.0,38th & Blake,27th & Welton,16:25:00,9.35,1
1.0,0.0,38th & Blake,27th & Welton,16:26:00,23.35,1
1.0,0.0,38th & Blake,27th & Welton,16:27:00,22.35,1
1.0,0.0,38th & Blake,27th & Welton,16:28:00,21.35,1
1.0,0.0,38th & Blake,27th & Welton,16:29:00,20.35,1
1.0,0.0,38th & Blake,27th & Welton,16:30:00,19.35,1
1.0,0.0,38th & Blake,27th & Welton,16:31:00,18.35,1
1.0,0.0,38th & Blake,27th & Welton,16:32:00,17.35,1
1.0,0.0,38th & Blake,27th & Welton,16:33:00,16.35,1
1.0,0.0,38th & Blake,27th & Welton,16:34:00,15.35,1
1.0,0.0,38th & Blake,27th & Welton,16:35:00,14.35,1
1.0,0.0,38th & Blake,27th & Welton,16:36:00,13.35,1
1.0,0.0,38th & Blake,27th & Welton,16:37:00,12.35,1
1.0,0.0,38th & Blake,27th & Welton,16:38:00,11.35,1
1.0,0.0,38th & Blake,27th & Welton,16:39:00,10.35,1
1.0,0.0,38th & Blake,27th & Welton,16:40:00,9.35,1
1.0,0.0,38th & Blake,27th & Welton,16:41:00,23.35,1
1.0,0.0,38th & Blake,27th & Welton,16:42:00,22.35,1
1.0,0.0,38th & Blake,27th & Welton,16:43:00,21.35,1
1.0,0.0,38th & Blake,27th & Welton,16:44:00,20.35,1
1.0,0.0,38th & Blake,27th & Welton,16:45:00,19.35,1
1.0,0.0,38th & Blake,27th & Welton,16:46:00,18.35,1
1.0,0.0,38th & Blake,27th & Welton,16:47:00,17.35,1
1.0,0.0,38th & Blake,27th & Welton,16:48:00,16.35,1
1.0,0.0,38th & Blake,27th & Welton,16:49:00,15.35,1
1.0,0.0,38th & Blake,27th & Welton,16:50:00,14.35,1
1.0,0.0,38th & Blake,27th & Welton,16:51:00,13.35,1
1.0,0.0,38th & Blake,27th & Welton,16:52:00,12.35,1
1.0,0.0,38th & Blake,27th & Welton,16:53:00,11.35,1
1.0,0.0,38th & Blake,27th & Welton,16:54:00,10.35,1
1.0,0.0,38th & Blake,27th & Welton,16:55:00,9.35,1
1.0,0.0,38th & Blake,27th & Welton,16:56:00,23.35,1
1.0,0.0,38th & Blake,27th & Welton,16:57:00,22.35,1
1.0,0.0,38th & Blake,27th & Welton,16:58:00,21.35,1
1.0,0.0,38th & Blake,27th & Welton,16:59:00,20.35,1
1.0,0.0,38th & Blake,27th & Welton,17:00:00,19.35,1
1.0,0.0,38th & Blake,27th & Welton,17:01:00,18.35,1
1.0,0.0,38th & Blake,27th & Welton,17:02:00,17.35,1
1.0,0.0,38th & Blake,27th & Welton,17:03:00,16.35,1
1.0,0.0,38th & Blake,27th & Welton,17:04:00,15.35,1
1.0,0.0,38th & Blake,27th & Welton,17:05:00,14.35,1
1.0,0.0,38th & Blake,27th & Welton,17:06:00,13.35,1
1.0,0.0,38th & Blake,27th & Welton,17:07:00,12.35,1
1.0,0.0,38th & Blake,27th & Welton,17:08:00,11.35,1
1.0,0.0,38th & Blake,27th & Welton,17:09:00,10.35,1
1.0,0.0,38th & Blake,27th & Welton,17:10:00,9.35,1
1.0,0.0,38th & Blake,27th & Welton,17:11:00,15.883333333333333,0
1.0,0.0,38th & Blake,27th & Welton,17:12:00,14.883333333333333,0
1.0,0.0,38th & Blake,27th & Welton,17:13:00,21.35,1
1.0,0.0,38th & Blake,27th & Welton,17:14:00,20.35,1
1.0,0.0,38th & Blake,27th & Welton,17:15:00,19.35,1
1.0,0.0,38th & Blake,27th & Welton,17:16:00,18.35,1
1.0,0.0,38th & Blake,27th & Welton,17:17:00,17.35,1
1.0,0.0,38th & Blake,27th & Welton,17:18:00,16.35,1
1.0,0.0,38th & Blake,27th & Welton,17:19:00,15.35,1
1.0,0.0,38th & Blake,27th & Welton,17:20:00,14.35,1
1.0,0.0,38th & Blake,27th & Welton,17:21:00,13.35,1
1.0,0.0,38th & Blake,27th & Welton,17:22:00,12.35,1
1.0,0.0,38th & Blake,27th & Welton,17:23:00,11.35,1
1.0,0.0,38th & Blake,27th & Welton,17:24:00,10.35,1
1.0,0.0,38th & Blake,27th & Welton,17:25:00,9.35,1
1.0,0.0,38th & Blake,27th & Welton,17:26:00,23.35,1
1.0,0.0,38th & Blake,27th & Welton,17:27:00,22.35,1
1.0,0.0,38th & Blake,27th & Welton,17:28:00,21.35,1
1.0,0.0,38th & Blake,27th & Welton,17:29:00,20.35,1
1.0,0.0,38th & Blake,27th & Welton,17:30:00,19.35,1
1.0,0.0,38th & Blake,27th & Welton,17:31:00,18.35,1
1.0,0.0,38th & Blake,27th & Welton,17:32:00,17.35,1
1.0,0.0,38th & Blake,27th & Welton,17:33:00,16.35,1
1.0,0.0,38th & Blake,27th & Welton,17:34:00,15.35,1
1.0,0.0,38th & Blake,27th & Welton,17:35:00,14.35,1
1.0,0.0,38th & Blake,27th & Welton,17:36:00,13.35,1
1.0,0.0,38th & Blake,27th & Welton,17:37:00,12.35,1
1.0,0.0,38th & Blake,27th & Welton,17:38:00,11.35,1
1.0,0.0,38th & Blake,27th & Welton,17:39:00,10.35,1
1.0,0.0,38th & Blake,27th & Welton,17:40:00,9.35,1
1.0,0.0,38th & Blake,27th & Welton,17:41:00,15.883333333333333,0
1.0,0.0,38th & Blake,27th & Welton,17:42:00,14.883333333333333,0
1.0,0.0,38th & Blake,27th & Welton,17:43:00,21.35,1
1.0,0.0,38th & Blake,27th & Welton,17:44:00,20.35,1
1.0,0.0,38th & Blake,27th & Welton,17:45:00,19.35,1
1.0,0.0,38th & Blake,27th & Welton,17:46:00,18.35,1
1.0,0.0,38th & Blake,27th & Welton,17:47:00,17.35,1
1.0,0.0,38th & Blake,27th & Welton,17:48:00,16.35,1
1.0,0.0,38th & Blake,27th & Welton,17:49:00,15.35,1
1.0,0.0,38th & Blake,27th & Welton,17:50:00,14.35,1
1.0,0.0,38th & Blake,27th & Welton,17:51:00,13.35,1
1.0,0.0,38th & Blake,27th & Welton,17:52:00,12.35,1
1.0,0.0,38th & Blake,27th & Welton,17:53:00,11.35,1
1.0,0.0,38th & Blake,27th & Welton,17:54:00,10.35,1
1.0,0.0,38th & Blake,27th & Welton,17:55:00,9.35,1
1.0,0.0,38th & Blake,27th & Welton,17:56:00,15.883333333333333,0
1.0,0.0,38th & Blake,27th & Welton,17:57:00,14.883333333333333,0
1.0,0.0,38th & Blake,27th & Welton,17:58:00,21.35,1
1.0,0.0,38th & Blake,27th & Welton,17:59:00,20.35,1
1.0,0.0,27th & Welton,DIA,15:00:00,68.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:01:00,67.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:02:00,66.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:03:00,65.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:04:00,64.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:05:00,63.333333333333336,0
1.0,0.0,27th & Welton,DIA,15:06:00,62.333333333333336,0
1.0,0.0,27th & Welton,DIA,15:07:00,61.333333333333336,0
1.0,0.0,27th & Welton,DIA,15:08:00,75.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:09:00,74.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:10:00,73.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:11:00,72.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:12:00,71.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:13:00,70.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:14:00,69.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:15:00,68.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:16:00,67.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:17:00,66.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:18:00,65.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:19:00,64.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:20:00,63.333333333333336,0
1.0,0.0,27th & Welton,DIA,15:21:00,62.333333333333336,0
1.0,0.0,27th & Welton,DIA,15:22:00,61.333333333333336,0
1.0,0.0,27th & Welton,DIA,15:23:00,75.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:24:00,74.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:25:00,73.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:26:00,72.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:27:00,71.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:28:00,70.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:29:00,69.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:30:00,68.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:31:00,67.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:32:00,66.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:33:00,65.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:34:00,64.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:35:00,63.333333333333336,0
1.0,0.0,27th & Welton,DIA,15:36:00,62.333333333333336,0
1.0,0.0,27th & Welton,DIA,15:37:00,61.333333333333336,0
1.0,0.0,27th & Welton,DIA,15:38:00,75.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:39:00,74.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:40:00,73.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:41:00,72.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:42:00,71.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:43:00,70.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:44:00,69.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:45:00,68.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:46:00,67.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:47:00,66.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:48:00,65.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:49:00,64.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:50:00,63.333333333333336,0
1.0,0.0,27th & Welton,DIA,15:51:00,62.333333333333336,0
1.0,0.0,27th & Welton,DIA,15:52:00,61.333333333333336,0
1.0,0.0,27th & Welton,DIA,15:53:00,75.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:54:00,74.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:55:00,73.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:56:00,72.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:57:00,71.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:58:00,70.33333333333333,0
1.0,0.0,27th & Welton,DIA,15:59:00,69.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:00:00,68.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:01:00,67.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:02:00,66.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:03:00,65.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:04:00,64.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:05:00,63.333333333333336,0
1.0,0.0,27th & Welton,DIA,16:06:00,62.333333333333336,0
1.0,0.0,27th & Welton,DIA,16:07:00,61.333333333333336,0
1.0,0.0,27th & Welton,DIA,16:08:00,75.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:09:00,74.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:10:00,73.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:11:00,72.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:12:00,71.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:13:00,70.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:14:00,69.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:15:00,68.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:16:00,67.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:17:00,66.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:18:00,65.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:19:00,64.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:20:00,63.333333333333336,0
1.0,0.0,27th & Welton,DIA,16:21:00,62.333333333333336,0
1.0,0.0,27th & Welton,DIA,16:22:00,61.333333333333336,0
1.0,0.0,27th & Welton,DIA,16:23:00,75.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:24:00,74.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:25:00,73.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:26:00,72.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:27:00,71.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:28:00,70.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:29:00,69.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:30:00,68.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:31:00,67.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:32:00,66.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:33:00,65.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:34:00,64.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:35:00,63.333333333333336,0
1.0,0.0,27th & Welton,DIA,16:36:00,62.333333333333336,0
1.0,0.0,27th & Welton,DIA,16:37:00,61.333333333333336,0
1.0,0.0,27th & Welton,DIA,16:38:00,60.333333333333336,0
1.0,0.0,27th & Welton,DIA,16:39:00,59.333333333333336,0
1.0,0.0,27th & Welton,DIA,16:40:00,73.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:41:00,72.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:42:00,71.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:43:00,70.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:44:00,69.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:45:00,68.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:46:00,67.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:47:00,66.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:48:00,65.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:49:00,64.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:50:00,63.333333333333336,0
1.0,0.0,27th & Welton,DIA,16:51:00,62.333333333333336,0
1.0,0.0,27th & Welton,DIA,16:52:00,61.333333333333336,0
1.0,0.0,27th & Welton,DIA,16:53:00,75.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:54:00,74.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:55:00,73.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:56:00,72.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:57:00,71.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:58:00,70.33333333333333,0
1.0,0.0,27th & Welton,DIA,16:59:00,69.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:00:00,68.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:01:00,67.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:02:00,66.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:03:00,65.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:04:00,64.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:05:00,63.333333333333336,0
1.0,0.0,27th & Welton,DIA,17:06:00,62.333333333333336,0
1.0,0.0,27th & Welton,DIA,17:07:00,61.333333333333336,0
1.0,0.0,27th & Welton,DIA,17:08:00,75.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:09:00,74.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:10:00,73.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:11:00,72.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:12:00,71.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:13:00,70.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:14:00,69.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:15:00,68.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:16:00,67.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:17:00,66.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:18:00,65.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:19:00,64.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:20:00,63.333333333333336,0
1.0,0.0,27th & Welton,DIA,17:21:00,62.333333333333336,0
1.0,0.0,27th & Welton,DIA,17:22:00,61.333333333333336,0
1.0,0.0,27th & Welton,DIA,17:23:00,75.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:24:00,74.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:25:00,73.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:26:00,72.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:27:00,71.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:28:00,70.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:29:00,69.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:30:00,68.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:31:00,67.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:32:00,66.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:33:00,65.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:34:00,64.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:35:00,63.333333333333336,0
1.0,0.0,27th & Welton,DIA,17:36:00,62.333333333333336,0
1.0,0.0,27th & Welton,DIA,17:37:00,61.333333333333336,0
1.0,0.0,27th & Welton,DIA,17:38:00,60.333333333333336,0
1.0,0.0,27th & Welton,DIA,17:39:00,59.333333333333336,0
1.0,0.0,27th & Welton,DIA,17:40:00,58.333333333333336,0
1.0,0.0,27th & Welton,DIA,17:41:00,72.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:42:00,71.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:43:00,70.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:44:00,69.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:45:00,68.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:46:00,67.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:47:00,66.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:48:00,65.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:49:00,64.33333333333333,0
1.0,0.0,27th & Welton,DIA,17:50:00,63.333333333333336,0
1.0,0.0,27th & Welton,DIA,17:51:00,62.333333333333336,0
1.0,0.0,27th & Welton,DIA,17:52:00,61.333333333333336,0
1.0,0.0,27th & Welton,DIA,17:53:00,75.33333333333333,1
1.0,0.0,27th & Welton,DIA,17:54:00,74.33333333333333,1
1.0,0.0,27th & Welton,DIA,17:55:00,73.33333333333333,1
1.0,0.0,27th & Welton,DIA,17:56:00,72.33333333333333,1
1.0,0.0,27th & Welton,DIA,17:57:00,71.33333333333333,1
1.0,0.0,27th & Welton,DIA,17:58:00,70.33333333333333,1
1.0,0.0,27th & Welton,DIA,17:59:00,69.33333333333333,1
1.0,0.0,DIA,27th & Welton,15:00:00,64.35,1
1.0,0.0,DIA,27th & Welton,15:01:00,63.35,1
1.0,0.0,DIA,27th & Welton,15:02:00,62.35,1
1.0,0.0,DIA,27th & Welton,15:03:00,61.35,1
1.0,0.0,DIA,27th & Welton,15:04:00,60.35,1
1.0,0.0,DIA,27th & Welton,15:05:00,59.35,1
1.0,0.0,DIA,27th & Welton,15:06:00,58.35,1
1.0,0.0,DIA,27th & Welton,15:07:00,57.35,1
1.0,0.0,DIA,27th & Welton,15:08:00,56.35,1
1.0,0.0,DIA,27th & Welton,15:09:00,55.35,1
1.0,0.0,DIA,27th & Welton,15:10:00,54.35,1
1.0,0.0,DIA,27th & Welton,15:11:00,68.35,1
1.0,0.0,DIA,27th & Welton,15:12:00,67.35,1
1.0,0.0,DIA,27th & Welton,15:13:00,66.35,1
1.0,0.0,DIA,27th & Welton,15:14:00,65.35,1
1.0,0.0,DIA,27th & Welton,15:15:00,64.35,1
1.0,0.0,DIA,27th & Welton,15:16:00,63.35,1
1.0,0.0,DIA,27th & Welton,15:17:00,62.35,1
1.0,0.0,DIA,27th & Welton,15:18:00,61.35,1
1.0,0.0,DIA,27th & Welton,15:19:00,60.35,1
1.0,0.0,DIA,27th & Welton,15:20:00,59.35,1
1.0,0.0,DIA,27th & Welton,15:21:00,58.35,1
1.0,0.0,DIA,27th & Welton,15:22:00,57.35,1
1.0,0.0,DIA,27th & Welton,15:23:00,56.35,1
1.0,0.0,DIA,27th & Welton,15:24:00,55.35,1
1.0,0.0,DIA,27th & Welton,15:25:00,54.35,1
1.0,0.0,DIA,27th & Welton,15:26:00,68.35,1
1.0,0.0,DIA,27th & Welton,15:27:00,67.35,1
1.0,0.0,DIA,27th & Welton,15:28:00,66.35,1
